Infrastructure Type,Infrastructure Name,Road Location,Two Way Travel,Length,ID,Location
Spur route,Near McConnell Rd,Off Road,true,198,W220985,"MULTILINESTRING ((-97.22457338040212 49.82034161037154, -97.22461413146569 49.82071780907645, -97.2247256875806 49.82099964276035, -97.22493630833654 49.82129129394174, -97.22518805251539 49.82151094976284, -97.22594158876139 49.821690563916846))"
Spur route,Near Water Bend Rd,Off Road,true,4,W211906,"MULTILINESTRING ((-97.20779551229634 49.79812851853248, -97.20779670743492 49.798096148100285))"
Multiuse path,Near Waverley St,Off Road,true,3,W99095,"MULTILINESTRING ((-97.18912025254927 49.77903410198647, -97.18913418423872 49.77905936106276))"
Multiuse path,Awasisak Meskanow Greenway,Off Road,true,480,W219437,"MULTILINESTRING ((-97.1147599668083 49.83104215919748, -97.11474801037151 49.83104924172793, -97.11471944136802 49.831066337451205, -97.11453393004153 49.83117734716276, -97.11436777127794 49.83128706306605, -97.11428734811523 49.83134644417835, -97.11422266597226 49.83140636134415, -97.1141545124038 49.831475321987384, -97.11408671015214 49.83156584825401, -97.11400250663841 49.83171077739113, -97.11393592334133 49.83180055341095, -97.11388240376041 49.83186051211232, -97.11379435441187 49.83192067871415, -97.1136429666693 49.83199182753344, -97.11345849292572 49.832082459277395, -97.11339197838824 49.832112588007135, -97.11322747681514 49.83218078605248, -97.1130143634822 49.83225780236263, -97.11297849882529 49.83227638887579, -97.1129385852277 49.832293010243184, -97.11287426265218 49.83231126600127, -97.11279474230948 49.83232199448604, -97.1126198024124 49.8323381157562, -97.11241434263117 49.83236007201183, -97.11234502832205 49.83236283582753, -97.11229075676292 49.832356701192126, -97.11219316317302 49.83233300298468, -97.11212135379044 49.8323209551769, -97.11192811769499 49.83232413289465, -97.11178258449101 49.832330646439885, -97.11169840759189 49.8323413146714, -97.11156068572053 49.832372681808046, -97.1114452260947 49.83240992993538, -97.11126701166624 49.832485284939054, -97.11099620616662 49.83261528497052, -97.11076596073387 49.832724939303894, -97.11065322878025 49.83277176275329, -97.11060234038361 49.83278397629017, -97.1105259328309 49.83279426869184, -97.11040457041034 49.83280382796114, -97.11033459795307 49.8328082051957, -97.11027427824267 49.832803709839254, -97.11021035672611 49.83279213239987, -97.1101196395818 49.83277158959367, -97.11002547362715 49.83275147449399, -97.10996855513143 49.83274225314112, -97.10990607614714 49.83273954197566, -97.10984671522343 49.832743540979834, -97.10981066062389 49.83275606266827, -97.10972285699931 49.8328040989565, -97.10964540807112 49.83285745942327, -97.10958777129379 49.83289176037762, -97.10954236652194 49.832915101138205, -97.10951200779138 49.83292517821396, -97.10948210942834 49.83292635334939, -97.10939074336562 49.83292508308192, -97.10936764553387 49.832924761940085, -97.10934499332882 49.832924343657815))"
Shared Use Lane,On ALLEYWAY,On Road,true,55,P365,"MULTILINESTRING ((-97.1521622826341 49.79797305641277, -97.15251926297681 49.79841365589647))"
Multiuse path,Awasisak Meskanow Greenway,Off Road,true,162,W219900,"MULTILINESTRING ((-97.17777002138627 49.811113176603385, -97.17776935038441 49.81111617688738, -97.17779403073348 49.81115370832802, -97.17781871112012 49.811191239763616, -97.17793103119492 49.81125716275696, -97.17933362165735 49.812017458833985, -97.17936805755664 49.81203612484206, -97.1794119629471 49.81208868937968))"
Multiuse path,Near Lagimodiere Bv,Off Road,true,34,W220491,"MULTILINESTRING ((-97.04764533577729 49.928728217721826, -97.04765909893736 49.92862374127499, -97.04761802840416 49.92853147086193, -97.04760661570718 49.92850583065771, -97.0475521428535 49.928437160961664))"
Multiuse path,Niakwa Trail,Off Road,true,37,W208907,"MULTILINESTRING ((-97.07226122391775 49.856696393188464, -97.07227895213407 49.85636061076635))"
Multiuse path,Niakwa Trail,Off Road,true,4,W106785,"MULTILINESTRING ((-97.07848092801231 49.8561076031514, -97.07842981022779 49.85610761640907))"
Multiuse path,Niakwa Trail,Off Road,true,314,W222646,"MULTILINESTRING ((-97.06075362574703 49.85628622315223, -97.0627344399201 49.85628263931448, -97.06409766442945 49.856286904149755, -97.06512216091187 49.85630207338527))"
Multiuse path,Niakwa Trail,Off Road,true,5,W3227,"MULTILINESTRING ((-97.09990668037744 49.859323882249655, -97.09987726896743 49.85928581689223))"
Multiuse path,Northeast Pioneers Greenway,Off Road,true,28,W897,"MULTILINESTRING ((-97.10027614448072 49.90669485978149, -97.10008625909056 49.90665779680838, -97.09990821608848 49.90662435937771))"
Multiuse path,Near Appleford Gt,Off Road,true,8,W216789,"MULTILINESTRING ((-97.20886023331872 49.78612350901896, -97.20895355807919 49.7860920061641))"
Multiuse path,Near Norwood Bridge,Off Road,true,20,W89757,"MULTILINESTRING ((-97.13192606219482 49.883639462252745, -97.13196852144574 49.88370895325037, -97.13201789525979 49.88380921952483))"
Spur route,Near Notre Dame Av,Off Road,true,115,W45984,"MULTILINESTRING ((-97.21157135060535 49.916580880878215, -97.20997338881985 49.91658158767383))"
Spur route,Near Nurgitz By,Off Road,true,41,W200387,"MULTILINESTRING ((-97.13627019225358 49.958811936758444, -97.13597774469918 49.95849574537905))"
Spur route,Near Pandora Av E,Off Road,true,45,W108178,"MULTILINESTRING ((-96.97683251194884 49.89351896223401, -96.97682844326535 49.893927001133214))"
Spur route,Near Pandora Av E,Off Road,true,2,W112683,"MULTILINESTRING ((-96.98500966798346 49.89353362069917, -96.98499253527649 49.893533865273646, -96.98498193317222 49.89353410553776))"
Multiuse path,Near Appleford Gt,Off Road,true,75,W216795,"MULTILINESTRING ((-97.20750065099158 49.784673158567195, -97.20742111463638 49.7846378099505, -97.20733335801542 49.78460043428905, -97.20724323051724 49.78456550393248, -97.20715089457154 49.784533081830936, -97.207056516587 49.78450322641418, -97.20696026665138 49.784475991486254, -97.20686231822506 49.78445142612857, -97.2067628478285 49.78442957461148, -97.2066620347242 49.78441047631451, -97.2065600605937 49.78439416565542))"
Spur route,Near McMasters Rd,Off Road,true,71,W109813,"MULTILINESTRING ((-97.14611834706977 49.798700151170415, -97.14523720774993 49.79899627780316))"
Spur route,Near Millbrook Ln,Off Road,true,180,W99156,"MULTILINESTRING ((-96.97228032712145 49.90631835244199, -96.97227950064543 49.90635576142769, -96.97225434008892 49.90749292698657, -96.97225512263918 49.90751046446316, -96.97225931296227 49.90752804017068, -96.97227071121482 49.90754998496975, -96.97229705879123 49.907567948255696, -96.97232779852908 49.90757909347447, -96.97236195419552 49.9075871161791, -96.97240212105848 49.90758887950473, -96.9728536504357 49.90759253340757))"
Multiuse path,Northeast Pioneers Greenway,Off Road,true,20,W210497,"MULTILINESTRING ((-97.08002138432624 49.92251961596801, -97.07982945592641 49.92246064441466, -97.0797659032266 49.922440879760565))"
Multiuse path,Northeast Pioneers Greenway,Off Road,true,21,W210495,"MULTILINESTRING ((-97.05376614696881 49.942995274242975, -97.05384261705353 49.94304191568664, -97.053986814971 49.94312391618154))"
Multiuse path,Northeast Pioneers Greenway,Off Road,true,36,W210493,"MULTILINESTRING ((-97.05454012874776 49.94237868160301, -97.05459927635255 49.94250578452841, -97.05467991260481 49.94268790308469))"
Multiuse path,Near Couture Cr,Off Road,false,388,W226047,"MULTILINESTRING ((-97.31458982567608 49.84170247799898, -97.31455134670344 49.841703397981824, -97.31453872181208 49.84169788670157, -97.31452978382195 49.841673844188584, -97.31451327381832 49.84165311579672, -97.31447978603363 49.84162894832405, -97.31443083663899 49.84160189191116, -97.31438265820731 49.84157899076505, -97.31434361353618 49.84156983869729, -97.31430745117375 49.841568377178604, -97.31429479679079 49.841567034559034, -97.31394679775482 49.84157848526736, -97.31285078495698 49.84160698390748, -97.31240540619054 49.84161228495791, -97.31208724698084 49.84161270252608, -97.31120565606392 49.84158436890848, -97.31044329174824 49.84155641989707, -97.30965904692087 49.8415288201986, -97.30939831700535 49.841520231536734, -97.3093992563106 49.84149330196489), (-97.31430745117375 49.841568377178604, -97.31430370618637 49.84153284956939))"
Multiuse path,Near Couture Cr,Off Road,false,113,W208866,"MULTILINESTRING ((-97.31949858284295 49.846222576399015, -97.31949760810794 49.84625068504721, -97.31944943851225 49.84625808972877, -97.31940398459571 49.84627220697381, -97.31932574337584 49.846317784766136, -97.31928721075421 49.84634487208574, -97.31926704730677 49.84637365576449, -97.31925177672339 49.84641013691625, -97.31917528494857 49.84687281512399, -97.31914402907444 49.84715546994036))"
Multiuse path (unpaved),Near Provencher Bv,Off Road,true,26,W27419,"MULTILINESTRING ((-97.11138544302361 49.894679609427506, -97.11104361484512 49.89476656086915))"
Multiuse path,Near Shaftesbury Bv,Off Road,true,4,W105331,"MULTILINESTRING ((-97.22977909217784 49.866946079368304, -97.22981428459333 49.866971627413946))"
Spur route,Near Wharton Bv,Off Road,true,78,W32669,"MULTILINESTRING ((-97.29016711070167 49.886025410814995, -97.28915685311382 49.8859863752193, -97.28908499907622 49.885983598483946))"
Spur route,Near Wharton Bv,Off Road,true,39,W33121,"MULTILINESTRING ((-97.28923532241845 49.89046624401244, -97.28977396195837 49.89048604087267))"
Multiuse path (unpaved),,Off Road,true,92,W6053,"MULTILINESTRING ((-97.1287768530562 49.91380090027395, -97.12861175562388 49.913735108809185, -97.12856737803962 49.91371093073747, -97.12853966306291 49.91368497894964, -97.12850661903897 49.91360305972187, -97.12846031524676 49.91352051201181, -97.12844403847818 49.913501002138, -97.12841402488954 49.91347886460954, -97.1283286878489 49.91343231311698, -97.12824846210319 49.91339587364327, -97.12816405141 49.913359366543325, -97.1281097145171 49.91332409897993, -97.12808535278269 49.91330720809816, -97.12806814999823 49.91328462127371, -97.12806587163632 49.91326049425307, -97.12807387720143 49.91323244024526, -97.1280962583418 49.91317779301497))"
Spur route,,Off Road,true,26,W3694,"MULTILINESTRING ((-97.03115963886209 49.93892004120036, -97.03096399891905 49.93878210429296, -97.03094108111023 49.93876256364857, -97.03091645921612 49.93874296733677))"
Multiuse path,Near Archibald St,Off Road,true,304,W224326,"MULTILINESTRING ((-97.10049578794708 49.88546146077427, -97.10045380614812 49.8854701891566, -97.09994879650299 49.88449269834812, -97.0998942608177 49.88438477594179, -97.09989061747041 49.884357225038194, -97.09986470494543 49.884327878538734, -97.09917292997541 49.88296461385558, -97.09914501429122 49.88290201806002))"
Multiuse path,Near Grant Av,Off Road,true,231,W211947,"MULTILINESTRING ((-97.2307339251797 49.8576928367778, -97.23073438251907 49.85769559083102, -97.23073498781761 49.857698331851445, -97.23073574114103 49.85770105804111, -97.23073663987238 49.857703764862535, -97.23073768407735 49.857706450517746, -97.23073887110617 49.85770911136827, -97.23074020251362 49.857711742940346, -97.2307416741608 49.85771434427129, -97.23074328346362 49.85771690992465, -97.23074503187836 49.85771943812364, -97.23074691397404 49.85772192518738, -97.23074892984923 49.85772436841883, -97.23075107543067 49.857726765057336, -97.23075334803578 49.857729112363415, -97.23075574640531 49.85773140671985, -97.23075826785664 49.85773364538719, -97.23076090689312 49.85773582648251, -97.23076366225557 49.85773794638858, -97.2307665298379 49.85774000324373, -97.23076950553406 49.85774199518623, -97.23077258811767 49.8577439176999, -97.23077577202642 49.857745770699786, -97.2307790532199 49.85774755052623, -97.23078242759206 49.85774925531752, -97.23078589242743 49.8577508832332, -97.23078944361994 49.8577524324116, -97.23079307431517 49.85775390004957, -97.23079678312257 49.85775528612587, -97.23080056461116 49.85775658695959, -97.23080441321859 49.85775780246582, -97.23080832483882 49.857758930782865, -97.23081229397516 49.85775997002782, -97.2308163178793 49.85776091925922, -97.23082039098892 49.85776177839217, -97.23082450644961 49.8577625446235, -97.23082866148019 49.857763217910765, -97.23083284916059 49.85776379724884, -97.23083706674247 49.85776428169628, -97.23084130727293 49.857764671146896, -97.2308455665802 49.85776496553705, -97.23084983913479 49.85776516388281, -97.23226783502339 49.85781485333347, -97.23237346079324 49.85781867172096, -97.23376235555988 49.85786720820426, -97.23377277764666 49.857867566721666, -97.23388403193375 49.85787263705682))"
Spur route,Near Grassie Bv,Off Road,true,9,W102953,"MULTILINESTRING ((-97.0473931734909 49.922328344049184, -97.04745452099262 49.92233106570591, -97.04750018560306 49.922364264171144))"
Multiuse path,Near Keewatin St,Off Road,true,5,W212582,"MULTILINESTRING ((-97.19537666744618 49.949264187788565, -97.1953763088218 49.94922044481125))"
Multiuse path,Near Keewatin St,Off Road,true,317,W123764,"MULTILINESTRING ((-97.19542459140305 49.9462314147566, -97.1953928553031 49.946307568367615, -97.19538426110013 49.94634201251987, -97.19538486137073 49.94643037305118, -97.19538650891545 49.946672895123505, -97.19537303042331 49.946740269436454, -97.19535194197867 49.94678316361516, -97.19533123510013 49.946815847531354, -97.19531739063774 49.946860426163745, -97.19532472207726 49.947258179641445, -97.19534114685946 49.94730009232972, -97.1953541380313 49.947343516876344, -97.19535611625241 49.94738834175298, -97.19537501737196 49.94877253737522, -97.19538228892192 49.94883866286609, -97.19542627924409 49.94896508521533, -97.19543959380279 49.94899987030005, -97.19544079526881 49.949032895159995, -97.19542368028326 49.949067206703575))"
Multiuse path,Near Keewatin St,Off Road,true,632,W212581,"MULTILINESTRING ((-97.19537823001723 49.949352666906954, -97.19537805097815 49.949417046355705, -97.19538491510264 49.94943542677621, -97.19541389066528 49.94947121148864, -97.19542967938874 49.94949354081092, -97.1954339167622 49.94953714303034, -97.19543293226012 49.94959832800736, -97.19541549747176 49.94966367946067, -97.19539305284825 49.94974093832202, -97.19538151231313 49.94978808076564, -97.19537807108071 49.94988014744872, -97.19537807156661 49.949881915525886, -97.19537882515522 49.952631473386646, -97.1953777246013 49.95376117902905, -97.19537839133805 49.95421421876624, -97.19537946957416 49.95468240791605, -97.1953687273342 49.954760479792284, -97.19537089235526 49.95480720452665, -97.19538788312906 49.954849743255224, -97.19543618462274 49.95491800762064, -97.19544361381018 49.95495471890885, -97.19544428290426 49.95501530148191))"
Multiuse path,Near Kenaston Bv,Off Road,true,7,W220235,"MULTILINESTRING ((-97.19733429188562 49.7911255758316, -97.19728992562719 49.79106970017332))"
Multiuse path,Near Pembina Hw,Off Road,true,13,W93589,"MULTILINESTRING ((-97.1517594237046 49.856852068891314, -97.15182144102133 49.856745079387245))"
Spur route,Near Tunbridge By,Off Road,true,79,W227807,"MULTILINESTRING ((-96.97598284806915 49.90546265259412, -96.97598352683727 49.90542657244242, -96.97598741570125 49.90512128998318, -96.97598790480437 49.90508288742015, -96.97599210840166 49.90475281440005))"
Spur route,Near Turnham Dr,Off Road,true,41,W113499,"MULTILINESTRING ((-97.08638197781596 49.8241757776388, -97.08613125394076 49.8238730929611, -97.08611362647156 49.82385181215987))"
Multiuse path,Near Couture Cr,Off Road,false,217,W226017,"MULTILINESTRING ((-97.31901588393686 49.8458909984549, -97.31905896975033 49.845891623393136), (-97.31901588393686 49.8458909984549, -97.3189969109783 49.84592625095945, -97.31897326701893 49.84594995752691, -97.31894556948447 49.84596868607097, -97.31890247563176 49.8459926570762, -97.3188595333485 49.846012257623855, -97.31881693216653 49.84602202466293, -97.31877196707357 49.84602683817327, -97.3187685607906 49.84605193144112), (-97.31975313649971 49.84430450721218, -97.31952909493319 49.844594847797694, -97.31936231615224 49.84482199297898, -97.3193180678569 49.844879288783915, -97.3192856744586 49.84493127276246, -97.31925450101323 49.84498356773201, -97.31922455466118 49.84503616172071, -97.31919584226205 49.84508904268826, -97.31916894060042 49.845148331579054, -97.31914570285872 49.84520826482768, -97.31912616574671 49.8452687477898, -97.31911036013065 49.84532968495265, -97.3190983109844 49.84539098008583, -97.3190419012628 49.84572576206944, -97.31901838841031 49.84586753183941, -97.31901588393686 49.8458909984549))"
Spur route,Near Des Hivernants Bv,Off Road,true,61,W63918,"MULTILINESTRING ((-97.04327447218049 49.82784623242215, -97.04259496445927 49.82817790267178))"
Multiuse path,Near Plessis Rd,Off Road,true,11,W100077,"MULTILINESTRING ((-97.02506856179048 49.89116362771469, -97.02506502483709 49.89110440788879, -97.02506460126789 49.89106924543485))"
Multiuse path,Near Taylor Av,Off Road,true,161,W212268,"MULTILINESTRING ((-97.1594981997901 49.85579221482365, -97.15885827496393 49.85600602819796, -97.15874465624292 49.85604398937965, -97.15835327148363 49.85617475720596, -97.1582415149366 49.85621209624619, -97.15751190144125 49.85645586062181))"
